day_of_year,hour,temperature,humidity,solar_radiation,pressure
205,13,34.28,32.0,464.4,969.816
205,14,32.8,36.4,229.0,969.9959999999999
205,15,30.919999999999998,43.2,49.0,970.344
205,16,28.860000000000003,50.8,0.0,970.7639999999999
205,17,27.419999999999998,57.4,0.0,971.2119999999999
205,18,26.080000000000002,63.2,0.0,971.348
205,19,24.98,66.8,0.0,971.2220000000001
205,20,23.919999999999998,68.6,0.0,970.914
205,21,23.48,69.0,0.0,970.47
205,22,22.5,69.4,0.0,970.052
205,23,22.52,69.0,0.0,969.8639999999999
206,0,21.84,69.6,0.0,969.85
206,1,21.839999999999996,68.8,0.0,969.908
206,2,21.6,70.8,24.2,970.108
206,3,23.639999999999997,71.4,173.0,970.3100000000001
206,4,26.02,67.8,347.6,970.576
206,5,27.939999999999998,59.0,644.6,970.6540000000001
206,6,29.7,48.8,815.6,970.5840000000001
206,7,31.46,42.0,941.2,970.488
206,8,32.8,37.8,1008.2,970.2360000000001
206,9,34.12,32.9,1016.6,969.874
206,10,35.22,30.0,949.8,969.4399999999999
206,11,35.660000000000004,29.8,828.6,969.0559999999999
206,12,35.480000000000004,28.8,661.4,968.982
206,13,34.7,32.0,459.8,968.912
206,14,33.14,36.8,231.4,969.156
206,15,31.2,45.6,48.4,969.542
206,16,29.060000000000002,59.6,0.0,969.9739999999999
206,17,27.54,67.0,0.0,970.3280000000001
206,18,26.26,72.4,0.0,970.604
206,19,25.14,75.0,0.0,970.588
206,20,24.16,78.4,0.0,970.534
206,21,23.66,79.0,0.0,970.324
206,22,23.119999999999997,78.4,0.0,970.24
206,23,22.14,80.6,0.0,970.1899999999999
207,0,21.6,81.0,0.0,970.094
207,1,20.919999999999998,82.2,0.0,970.184
207,2,21.78,81.2,29.8,970.3219999999999
207,3,23.54,79.0,140.6,970.716
207,4,25.639999999999997,70.8,375.6,971.016
207,5,27.74,60.6,562.0,971.3639999999999
207,6,30.060000000000002,49.0,770.8,971.354
207,7,32.1,38.8,937.4,971.2760000000001
207,8,33.96,30.0,1017.8,970.99
207,9,35.260000000000005,27.0,1014.4,970.662
207,10,36.160000000000004,24.6,955.0,970.2940000000001
207,11,36.760000000000005,23.0,838.0,970.0
207,12,36.06,26.2,666.8,969.9680000000001
207,13,35.260000000000005,26.6,460.0,969.8879999999999
207,14,33.86,31.2,234.4,970.0360000000001
207,15,31.919999999999998,38.6,49.0,970.4040000000001
207,16,29.839999999999996,47.0,0.0,970.792
207,17,27.860000000000003,54.0,0.0,971.1539999999999
207,18,26.54,60.2,0.0,971.4100000000001
207,19,25.6,63.2,0.0,971.318
207,20,24.1,67.2,0.0,971.128
207,21,22.919999999999998,70.0,0.0,970.8720000000001
207,22,22.119999999999997,69.2,0.0,970.7479999999999
207,23,21.82,70.4,0.0,970.824
208,0,21.46,69.4,0.0,970.9799999999999
208,1,20.46,72.0,0.0,971.082
208,2,20.6,71.8,34.6,971.256
208,3,23.52,63.6,187.8,971.548
208,4,27.360000000000003,54.2,409.2,971.808
208,5,29.72,43.6,579.2,971.9739999999999
208,6,31.46,37.6,815.0,972.0440000000001
208,7,33.239999999999995,32.0,941.8,971.9119999999999
208,8,34.6,26.4,1023.2,971.6479999999999
208,9,35.64,23.2,1029.2,971.374
208,10,36.12,24.2,851.2,971.0959999999999
208,11,36.5,24.0,850.2,970.802
208,12,35.879999999999995,27.0,653.8,970.698
208,13,34.54,30.4,451.4,970.7059999999999
208,14,33.32,31.0,229.6,970.8860000000001
208,15,31.52,36.8,47.0,971.2720000000002
208,16,29.32,48.0,0.0,971.758
208,17,27.68,55.8,0.0,972.094
208,18,26.419999999999998,60.8,0.0,972.354
208,19,25.0,65.4,0.0,972.2719999999999
208,20,24.0,66.8,0.0,972.048
208,21,23.6,67.4,0.0,971.7880000000001
208,22,23.259999999999998,68.2,0.0,971.7299999999999
208,23,22.919999999999998,69.2,0.0,971.742
209,0,22.02,72.8,0.0,971.6479999999999
209,1,21.56,73.6,0.0,971.784
209,2,22.04,79.8,28.8,971.9680000000001
209,3,23.64,75.4,191.6,972.2119999999999
209,4,26.18,70.4,404.2,972.5200000000001
209,5,28.3,56.2,653.4,972.6780000000001
209,6,29.98,49.6,742.2,972.656
209,7,31.919999999999998,40.2,946.8,972.6
209,8,33.5,33.4,1012.2,972.2940000000001
209,9,34.72,29.6,1011.2,971.892
209,10,36.0,25.0,953.0,971.4040000000001
209,11,36.019999999999996,29.6,819.4,971.106
209,12,35.650000000000006,32.75,644.75,971.0
209,13,34.160000000000004,36.0,446.7,971.088
209,14,32.5,40.8,221.0,971.356
209,15,30.619999999999997,46.0,47.6,971.792
209,16,28.68,55.2,0.0,972.326
209,17,27.26,63.8,0.0,972.8280000000001
209,18,26.04,69.6,0.0,973.1
209,19,24.919999999999998,72.8,0.0,972.96
209,20,23.94,75.6,0.0,972.824
209,21,23.0,78.2,0.0,972.61
209,22,22.96,80.4,0.0,972.3979999999999
209,23,22.66,80.6,0.0,972.32
210,0,22.18,82.2,0.0,972.2940000000001
210,1,21.84,84.2,0.0,972.452
210,2,21.580000000000002,83.8,21.0,972.682
210,3,23.419999999999998,80.8,170.8,973.006
210,4,25.52,75.2,387.4,973.3
210,5,27.04,69.6,604.8,973.4559999999999
210,6,28.76,59.8,795.6,973.5
210,7,30.660000000000004,50.0,933.6,973.308
210,8,32.260000000000005,43.6,1001.4,972.9100000000001
210,9,33.72,38.0,1002.2,972.344
210,10,34.92,35.2,944.2,971.8979999999999
210,11,35.06,33.4,827.4,971.646
210,12,34.46,33.8,659.6,971.5440000000001
210,13,33.44,35.2,451.6,971.6380000000001
210,14,32.019999999999996,41.6,221.8,971.7879999999999
210,15,30.060000000000002,49.8,43.0,972.2239999999999
210,16,28.18,59.8,0.0,972.7360000000001
210,17,26.839999999999996,67.6,0.0,973.1940000000001
210,18,25.8,75.4,0.0,973.3399999999999
210,19,24.98,80.0,0.0,973.238
210,20,24.22,83.8,0.0,973.0360000000001
210,21,23.619999999999997,85.2,0.0,972.698
210,22,23.18,83.2,0.0,972.4559999999999
210,23,23.06,83.2,0.0,972.258
211,0,22.96,83.4,0.0,972.208
211,1,22.6,83.0,0.0,972.3340000000001
211,2,21.98,84.0,17.8,972.542
211,3,23.2,81.6,156.2,972.8219999999999
211,4,25.3,72.0,371.8,972.914
211,5,26.98,66.6,631.2,973.048
211,6,28.48,57.6,789.6,973.018
211,7,30.02,49.2,922.4,972.7620000000001
211,8,31.479999999999997,43.2,984.6,972.32
211,9,32.839999999999996,37.8,981.8,971.774
211,10,33.9,34.4,934.2,971.258
211,11,34.4,31.4,803.6,970.89
211,12,33.7,36.8,636.0,970.744
211,13,32.54,40.4,432.0,970.7479999999999
211,14,31.060000000000002,47.0,222.0,970.9780000000001
211,15,29.360000000000003,54.6,43.0,971.3040000000001
211,16,27.46,64.2,0.0,971.71
211,17,26.26,69.6,0.0,972.1299999999999
211,18,25.22,76.4,0.0,972.266
211,19,24.240000000000002,79.4,0.0,972.128
211,20,23.26,81.2,0.0,971.858
211,21,22.919999999999998,82.2,0.0,971.55
211,22,22.919999999999998,84.4,0.0,971.278
211,23,23.14,84.0,0.0,971.028
212,0,22.64,86.8,0.0,970.892
212,1,21.8,88.8,0.0,970.892
212,2,21.6,88.2,20.6,971.0260000000001
212,3,22.82,85.2,178.6,971.216
212,4,24.72,72.8,438.0,971.406
212,5,26.68,62.2,607.2,971.432
212,6,28.54,53.0,794.4,971.472
212,7,30.2,45.0,912.1,971.284
212,8,31.74,39.2,970.6,970.934
212,9,33.1,33.2,987.3,970.53
212,10,34.14,30.4,939.0,970.142
212,11,34.56,32.0,818.4,969.832
212,12,34.019999999999996,36.2,643.0,969.7180000000001
212,13,32.9,40.2,443.2,969.6379999999999
212,14,31.52,42.8,214.8,969.756
212,15,29.639999999999997,49.8,40.2,970.208
212,16,27.96,58.2,0.0,970.7299999999999
212,17,26.78,65.2,0.0,971.22
212,18,25.74,71.2,0.0,971.51
212,19,24.64,75.0,0.0,971.442
212,20,23.8,78.0,0.0,971.2180000000001
212,21,23.34,80.4,0.0,970.848
212,22,22.68,82.0,0.0,970.6700000000001
212,23,21.66,83.6,0.0,970.576
213,0,21.520000000000003,81.4,0.0,970.5799999999999
213,1,21.3,81.4,0.0,970.632
213,2,20.96,79.0,19.4,970.7720000000002
213,3,22.5,74.6,172.2,971.0040000000001
213,4,25.080000000000002,66.4,363.6,971.384
213,5,27.4,58.8,564.4,971.592
213,6,29.1,50.0,834.4,971.7180000000001
213,7,30.68,41.4,867.4,971.6139999999999
213,8,32.3,34.8,1007.4,971.354
213,9,33.66,31.2,1009.6,971.0719999999999
213,10,34.839999999999996,28.2,946.2,970.664
213,11,35.32000000000001,28.2,820.8,970.342
213,12,35.22,30.2,654.6,970.152
213,13,33.82,40.0,431.2,970.128
213,14,32.5,42.0,205.8,970.35
213,15,30.619999999999997,45.8,37.6,970.76
213,16,28.639999999999997,56.8,0.0,971.356
213,17,27.24,64.0,0.0,971.878
213,18,25.96,68.2,0.0,972.0319999999999
213,19,24.52,74.4,0.0,972.0959999999999
213,20,23.64,76.0,0.0,971.96
213,21,22.919999999999998,78.0,0.0,971.8280000000001
213,22,22.240000000000002,80.6,0.0,971.64
213,23,21.619999999999997,80.2,0.0,971.472
214,0,20.98,80.6,0.0,971.528
214,1,20.380000000000003,81.8,0.2,971.716
214,2,21.26,78.8,20.6,972.048
214,3,22.78,75.8,164.0,972.3860000000001
214,4,25.7,61.8,414.2,972.676
214,5,28.660000000000004,44.6,641.8,972.7819999999999
214,6,30.6,37.2,807.2,972.9159999999999
214,7,32.160000000000004,33.2,933.6,972.802
214,8,33.540000000000006,29.4,1002.2,972.534
214,9,34.82,26.8,1008.8,972.15
214,10,35.839999999999996,23.8,940.4,971.76
214,11,36.4,21.6,823.2,971.4860000000001
214,12,36.12,26.8,607.8,971.3520000000001
214,13,34.62,35.6,423.0,971.3059999999999
214,14,32.68,39.4,199.2,971.592
214,15,31.060000000000002,40.6,35.4,972.0219999999999
214,16,29.24,49.4,0.0,972.4439999999998
214,17,27.660000000000004,59.2,0.0,972.9280000000001
214,18,26.360000000000003,66.2,0.0,973.1719999999999
214,19,25.16,69.2,0.0,973.2059999999999
214,20,24.16,73.8,0.0,973.0840000000001
214,21,23.5,76.6,0.0,973.006
214,22,21.98,77.8,0.0,972.848
214,23,21.86,78.8,0.0,972.8700000000001
215,0,21.4,78.4,0.0,972.8639999999999
215,1,20.98,79.2,0.0,973.07
215,2,20.94,78.2,20.8,973.2119999999999
215,3,22.78,73.4,185.4,973.494
215,4,25.580000000000002,64.2,342.6,973.818
215,5,28.339999999999996,54.8,619.2,974.0139999999999
215,6,30.04,45.0,793.2,974.1540000000001
215,7,31.72,37.0,923.6,974.016
215,8,33.18,31.6,995.0,973.7459999999999
215,9,34.28,28.4,1001.6,973.2819999999999
215,10,35.18,25.6,938.6,972.832
215,11,35.8,25.8,820.8,972.466
215,12,34.96,32.8,633.4,972.274
215,13,33.88,36.4,418.0,972.234
215,14,32.32,38.4,196.8,972.494
215,15,30.22,45.8,35.0,973.0
215,16,28.439999999999998,54.2,0.0,973.512
215,17,27.22,61.8,0.0,974.024
215,18,26.060000000000002,67.0,0.0,974.242
215,19,24.98,71.4,0.0,974.2620000000001
215,20,24.34,74.6,0.0,974.1020000000001
215,21,23.4,76.2,0.0,973.9280000000001
215,22,22.32,76.8,0.0,973.7700000000001
215,23,22.16,76.2,0.0,973.646
216,0,21.380000000000003,78.2,0.0,973.676
216,1,21.060000000000002,79.6,0.0,973.826
216,2,20.96,79.4,19.4,974.1780000000001
216,3,23.06,75.2,150.4,974.4219999999999
216,4,25.660000000000004,66.6,331.0,974.5780000000001
216,5,27.8,58.8,624.2,974.884
216,6,29.560000000000002,49.2,797.0,974.948
216,7,31.619999999999997,40.4,914.6,974.792
216,8,32.9,34.2,985.2,974.54
216,9,34.279999999999994,29.4,990.2,974.088
216,10,34.94,29.0,926.0,973.616
216,11,35.4,29.4,803.6,973.32
216,12,35.019999999999996,31.0,629.6,973.1139999999999
216,13,33.980000000000004,33.2,418.0,973.05
216,14,32.6,35.4,194.6,973.242
216,15,30.839999999999996,40.8,33.4,973.57
216,16,29.18,49.6,0.0,973.9639999999999
216,17,27.660000000000004,59.6,0.0,974.494
216,18,26.360000000000003,66.8,0.0,974.7520000000001
216,19,25.28,70.2,0.0,974.6379999999999
216,20,24.380000000000003,73.4,0.0,974.366
216,21,23.759999999999998,74.2,0.0,974.0899999999999
216,22,23.6,76.4,0.0,973.9559999999999
216,23,23.0,76.0,0.0,973.848
217,0,22.36,77.4,0.0,973.8280000000001
217,1,22.32,79.0,0.0,973.9540000000001
217,2,22.36,77.0,22.2,974.156
217,3,23.52,76.2,168.8,974.394
217,4,26.0,67.6,341.2,974.624
217,5,28.1,56.2,603.0,974.722
217,6,29.98,47.2,752.2,974.74
217,7,31.560000000000002,39.4,910.2,974.542
217,8,33.14,35.8,976.2,974.174
217,9,34.3,31.6,986.8,973.716
217,10,35.2,29.8,921.8,973.208
217,11,35.2,32.2,802.2,972.768
217,12,34.96,31.8,621.8,972.668
217,13,34.059999999999995,36.2,413.0,972.548
217,14,32.34,41.0,187.2,972.6959999999999
217,15,30.6,45.8,30.6,972.932
217,16,28.860000000000003,51.6,0.0,973.316
217,17,27.360000000000003,58.8,0.0,973.6780000000001
217,18,25.82,64.0,0.0,973.82
217,19,24.9,67.2,0.0,973.6479999999999
217,20,24.06,69.4,0.0,973.424
217,21,23.36,71.6,0.0,973.108
217,22,22.24,73.2,0.0,972.9100000000001
217,23,22.32,74.6,0.0,972.766
218,0,22.04,75.6,0.0,972.774
218,1,22.04,77.8,0.0,972.8299999999999
218,2,21.6,77.6,18.8,972.966
218,3,22.7,74.4,169.2,973.268
218,4,25.46,62.0,385.0,973.508
218,5,27.9,48.6,616.8,973.6600000000001
218,6,29.96,42.8,792.0,973.5600000000001
218,7,31.379999999999995,37.0,922.0,973.382
218,8,32.980000000000004,31.0,994.2,973.1020000000001
218,9,34.260000000000005,27.4,1000.4,972.676
218,10,35.3,27.0,932.2,972.278
218,11,35.3,26.8,809.4,971.992
218,12,34.96,27.8,634.2,971.858
218,13,33.8,34.6,416.0,971.802
218,14,32.160000000000004,38.8,192.0,971.97
218,15,30.28,43.8,31.8,972.1600000000001
218,16,28.540000000000003,51.2,0.0,972.542
218,17,26.919999999999998,58.2,0.0,973.1299999999999
218,18,25.4,60.0,0.0,973.2379999999999
218,19,24.16,63.2,0.0,973.1379999999999
218,20,23.14,66.2,0.0,972.9540000000001
218,21,22.080000000000002,68.8,0.0,972.668
218,22,21.76,69.6,0.0,972.4
218,23,21.52,69.6,0.0,972.274
219,0,20.9,72.8,0.0,972.262
219,1,20.46,72.2,0.0,972.26
219,2,20.18,73.8,21.8,972.368
219,3,21.880000000000003,72.2,153.8,972.5899999999999
219,4,25.54,60.0,373.8,972.76
219,5,28.3,49.4,620.6,972.8340000000001
219,6,30.060000000000002,42.6,791.6,972.836
219,7,31.76,35.4,922.4,972.68
219,8,33.28,29.4,991.0,972.3100000000001
219,9,34.68,26.0,997.0,971.9559999999999
219,10,35.64,25.2,928.6,971.5360000000001
219,11,35.92,27.2,802.2,971.226
219,12,35.38,28.6,622.8,971.048
219,13,33.480000000000004,40.0,396.8,971.1200000000001
219,14,31.8,42.2,178.0,971.3299999999999
219,15,29.76,49.4,28.0,971.8120000000001
219,16,28.26,56.0,0.0,972.222
219,17,27.1,63.0,0.0,972.7959999999999
219,18,26.139999999999997,69.0,0.0,973.068
219,19,25.18,73.0,0.0,972.9200000000001
219,20,24.3,75.4,0.0,972.742
219,21,23.7,78.0,0.0,972.434
219,22,23.04,79.0,0.0,972.2719999999999
219,23,22.48,80.4,0.0,972.2860000000001
220,0,21.94,82.2,0.0,972.24
220,1,22.080000000000002,83.4,0.0,972.3120000000001
220,2,21.94,83.8,19.0,972.5459999999999
220,3,23.46,79.6,153.2,972.856
220,4,25.32,73.8,318.4,973.07
220,5,26.939999999999998,64.6,594.0,973.278
220,6,28.360000000000003,57.8,804.8,973.4
220,7,30.139999999999997,48.6,914.8,973.1700000000001
220,8,31.74,42.0,976.8,972.894
220,9,33.28,35.8,989.8,972.4799999999999
220,10,34.12,35.6,923.8,972.0719999999999
220,11,34.28,35.2,797.6,971.86
220,12,33.660000000000004,41.0,618.2,971.86
220,13,32.54,45.0,404.2,971.876
220,14,31.02,46.2,182.4,972.2239999999999
220,15,29.080000000000002,54.2,30.2,972.7760000000001
220,16,27.24,64.4,0.0,973.4159999999999
220,17,26.26,72.2,0.0,973.76
220,18,25.580000000000002,76.8,0.0,974.01
220,19,24.839999999999996,79.4,0.0,973.926
220,20,24.32,80.6,0.0,973.838
220,21,23.94,81.8,0.0,973.6200000000001
220,22,23.360000000000003,83.8,0.0,973.356
220,23,22.94,83.2,0.0,973.3619999999999
221,0,22.580000000000002,84.0,0.0,973.442
221,1,22.22,84.4,0.0,973.582
221,2,22.02,83.4,17.6,973.966
221,3,23.35,85.0,105.0,974.4024999999999
221,4,25.46,72.0,296.6,974.5799999999999
221,5,27.360000000000003,61.8,552.4,974.708
221,6,28.7,54.6,781.4,974.838
221,7,30.380000000000003,47.6,908.0,974.628
221,8,31.880000000000003,41.4,980.0,974.314
221,9,33.17999999999999,35.6,992.0,973.9279999999999
221,10,34.525,32.5,948.5,973.77
221,11,35.1,30.0,817.4,973.2540000000001
221,12,34.839999999999996,33.4,650.8,973.168
221,13,33.38,38.6,419.0,973.1880000000001
221,14,31.619999999999997,44.2,198.0,973.436
221,15,29.619999999999997,51.4,31.8,973.814
221,16,27.939999999999998,61.2,0.0,974.232
221,17,26.860000000000003,68.6,0.0,974.9040000000001
221,18,25.96,74.2,0.0,975.0619999999999
221,19,25.22,78.2,0.0,975.03
221,20,24.46,80.8,0.0,974.882
221,21,23.74,82.8,0.0,974.566
221,22,22.8,83.8,0.0,974.4
221,23,22.080000000000002,86.6,0.0,974.3119999999999
222,0,21.9,87.4,0.0,974.2280000000001
222,1,21.48,87.8,0.0,974.36
222,2,21.259999999999998,89.4,10.0,974.588
222,3,22.54,86.4,114.6,974.824
222,4,25.02,80.4,332.8,975.0360000000001
222,5,27.02,67.8,537.8,975.202
222,6,28.740000000000002,58.6,757.0,975.244
222,7,30.119999999999997,51.0,894.8,975.058
222,8,31.620000000000005,44.6,972.0,974.6699999999998
222,9,33.019999999999996,38.8,982.2,974.186
222,10,34.1,34.8,921.6,973.72
222,11,34.64,32.2,811.2,973.318
222,12,34.0,37.0,630.8,973.182
222,13,32.86,39.4,418.0,973.2540000000001
222,14,31.5,44.0,198.2,973.432
222,15,29.68,53.0,32.0,973.744
222,16,27.880000000000003,63.4,0.0,974.208
222,17,26.82,69.4,0.0,974.732
222,18,25.939999999999998,75.8,0.0,974.95
222,19,25.18,79.2,0.0,974.8399999999999
222,20,24.4,82.2,0.0,974.618
222,21,23.64,83.6,0.0,974.3119999999999
222,22,23.0,85.4,0.0,973.814
222,23,23.119999999999997,86.8,0.0,973.7479999999999
223,0,22.54,87.0,0.0,973.668
223,1,21.919999999999998,88.2,0.0,973.6700000000001
223,2,21.759999999999998,88.2,6.0,973.906
223,3,23.28,85.4,124.6,974.3299999999999
223,4,25.639999999999997,74.8,324.2,974.472
223,5,27.32,65.2,547.2,974.6119999999999
223,6,28.78,56.6,725.0,974.684
223,7,30.419999999999998,48.0,890.6,974.4959999999999
223,8,32.04,41.2,931.1,974.0780000000001
223,9,33.28,35.8,915.2,973.5959999999999
223,10,34.3,35.0,861.8,973.1119999999999
223,11,34.4,36.6,724.0,972.6959999999999
223,12,33.82,37.0,627.0,972.658
223,13,32.9,38.2,416.4,972.684
223,14,31.580000000000002,41.6,192.4,972.722
223,15,29.919999999999998,47.8,32.4,972.9799999999999
223,16,27.880000000000003,61.8,0.0,973.5260000000001
223,17,26.78,70.2,0.0,974.0780000000001
223,18,25.96,76.8,0.0,974.2940000000001
223,19,25.4,79.6,0.0,974.1120000000001
223,20,24.740000000000002,81.2,0.0,973.936
223,21,24.580000000000002,83.4,0.0,973.5840000000001
223,22,24.06,84.4,0.0,973.424
223,23,23.580000000000002,86.0,0.0,973.284
224,0,23.02,86.8,0.0,973.2959999999999
224,1,22.740000000000002,88.0,0.0,973.314
224,2,22.36,89.6,5.6,973.51
224,3,23.080000000000002,87.6,121.2,973.7959999999999
224,4,25.240000000000002,79.6,269.6,974.042
224,5,26.68,72.2,551.6,974.1299999999999
224,6,28.5,61.6,746.8,974.132
224,7,30.360000000000003,53.0,873.2,974.07
224,8,32.06,46.4,951.0,973.5780000000001
224,9,33.44,40.6,971.6,973.132
224,10,34.2,39.0,910.8,972.8700000000001
224,11,34.46,41.2,800.0,972.524
224,12,33.739999999999995,43.2,617.4,972.4040000000001
224,13,32.4,48.2,414.2,972.4280000000001
224,14,31.18,52.0,198.8,972.662
224,15,29.72,55.4,29.8,972.9780000000001
224,16,28.060000000000002,65.0,0.0,973.5360000000001
224,17,27.0,72.8,0.0,974.068
224,18,26.26,77.0,0.0,974.3799999999999
224,19,25.76,79.0,0.0,974.326
224,20,25.1,80.8,0.0,974.1
224,21,24.380000000000003,83.2,0.0,973.76
224,22,24.16,84.2,0.0,973.5840000000001
224,23,23.76,84.6,0.0,973.5620000000001
225,0,23.28,86.0,0.0,973.442
225,1,23.36,85.6,0.0,973.394
225,2,22.919999999999998,86.0,4.6,973.4619999999999
225,3,23.78,82.8,92.8,973.6940000000001
225,4,25.76,74.8,276.6,973.9159999999999
225,5,27.639999999999997,66.0,445.8,974.182
225,6,29.439999999999998,57.4,744.6,974.384
225,7,31.119999999999997,52.2,833.8,974.1780000000001
225,8,32.6,46.0,966.8,973.842
225,9,34.3,40.2,966.8,973.414
225,10,35.42,36.6,906.2,973.024
225,11,35.68,38.4,748.4,972.624
225,12,35.0,40.6,590.8,972.476
225,13,34.0,42.8,399.8,972.594
225,14,32.3,49.4,182.2,972.778
225,15,30.4,56.6,27.6,973.0600000000001
225,16,28.8,64.6,0.0,973.7180000000001
225,17,27.660000000000004,70.6,0.0,974.176
225,18,26.74,74.6,0.0,974.452
225,19,26.0,77.4,0.0,974.4799999999999
225,20,25.259999999999998,80.4,0.0,974.2520000000001
225,21,25.080000000000002,83.0,0.0,973.936
225,22,24.619999999999997,84.0,0.0,973.692
225,23,24.02,85.6,0.0,973.564
226,0,24.18,85.6,0.0,973.6
226,1,24.04,85.4,0.0,973.732
226,2,23.48,85.6,3.6,974.0219999999999
226,3,23.7,85.6,111.0,974.302
226,4,25.68,80.4,278.2,974.476
226,5,26.9,74.0,468.8,974.824
226,6,28.560000000000002,64.0,631.2,974.9780000000001
226,7,30.26,54.8,796.8,974.874
226,8,31.78,48.2,868.2,974.5559999999999
226,9,33.22,43.0,867.6,974.18
226,10,34.0,40.6,813.2,973.802
226,11,34.46,37.4,769.6,973.338
226,12,34.1,41.2,572.6,973.208
226,13,33.08,43.2,378.8,973.1959999999999
226,14,31.5,47.6,183.8,973.61
226,15,30.299999999999997,53.5,29.75,974.34
226,16,28.24,61.2,0.0,974.378
226,17,27.160000000000004,72.0,0.0,974.7940000000001
226,18,26.3,76.6,0.0,974.9780000000001
226,19,25.48,79.6,0.0,974.8059999999999
226,20,25.02,82.6,0.0,974.7280000000001
226,21,24.0,83.8,0.0,974.4540000000001
226,22,23.119999999999997,84.6,0.0,974.28
226,23,23.080000000000002,88.6,0.0,974.15
227,0,22.619999999999997,90.2,0.0,974.1299999999999
227,1,22.22,90.0,0.0,974.174
227,2,21.8,89.0,4.0,974.342
227,3,22.14,88.4,74.6,974.676
227,4,24.619999999999997,83.0,283.4,974.952
227,5,26.7,72.6,500.4,975.092
227,6,28.52,62.0,755.8,975.168
227,7,30.32,52.8,873.2,975.018
227,8,32.04,44.0,960.2,974.61
227,9,33.44,38.6,971.6,974.222
227,10,34.4,34.6,917.4,973.7479999999999
227,11,34.519999999999996,34.0,800.6,973.5220000000002
227,12,33.779999999999994,36.8,626.4,973.4860000000001
227,13,32.72,38.8,417.0,973.4739999999999
227,14,31.3,44.6,192.4,973.5779999999999
227,15,29.7,50.2,32.2,973.984
227,16,28.139999999999997,58.0,0.0,974.5219999999999
227,17,26.96,66.8,0.0,974.908
227,18,25.9,71.0,0.0,975.0540000000001
227,19,24.96,75.4,0.0,975.012
227,20,23.84,77.0,0.0,974.95
227,21,23.3,81.0,0.0,974.6119999999999
227,22,22.22,83.4,0.0,974.3399999999999
227,23,21.759999999999998,84.0,0.0,974.176
228,0,21.660000000000004,86.6,0.0,974.1020000000001
228,1,21.32,88.4,0.0,974.174
228,2,21.68,88.0,3.2,974.368
228,3,22.0,87.0,94.6,974.598
228,4,24.759999999999998,80.0,358.4,974.8860000000001
228,5,26.660000000000004,69.8,528.8,975.03
228,6,28.1,61.8,744.8,974.8979999999999
228,7,29.580000000000002,54.2,877.2,974.7700000000001
228,8,31.2,47.2,957.4,974.3799999999999
228,9,32.6,41.6,970.8,974.0020000000001
228,10,33.739999999999995,37.6,916.6,973.588
228,11,33.72,38.6,796.6,973.336
228,12,33.04,39.8,629.0,973.258
228,13,32.04,42.8,417.8,973.316
228,14,30.639999999999997,48.4,194.6,973.488
228,15,28.939999999999998,55.0,29.8,973.832
228,16,27.380000000000003,63.6,0.0,974.336
228,17,26.419999999999998,70.2,0.0,974.8299999999999
228,18,25.660000000000004,75.8,0.0,975.006
228,19,25.0,79.2,0.0,974.9100000000001
228,20,24.34,81.0,0.0,974.6719999999999
228,21,23.740000000000002,81.8,0.0,974.3799999999999
228,22,23.2,83.4,0.0,974.116
228,23,22.98,84.2,0.0,973.816
229,0,22.68,84.8,0.0,973.598
229,1,22.22,86.0,0.0,973.616
229,2,22.0,87.6,4.4,973.6540000000001
229,3,22.8,86.2,94.0,973.876
229,4,24.619999999999997,81.2,233.6,973.994
229,5,26.04,72.0,435.2,974.158
229,6,27.72,62.6,680.2,974.18
229,7,29.24,54.8,894.6,973.9979999999999
229,8,30.72,46.8,966.8,973.61
229,9,32.08,42.6,981.0,973.192
229,10,32.980000000000004,39.6,925.8,972.778
229,11,33.260000000000005,41.8,805.2,972.368
229,12,32.78,43.0,635.8,972.2540000000001
229,13,31.74,45.6,424.6,972.426
229,14,30.26,48.6,196.0,972.652
229,15,28.439999999999998,57.0,29.2,973.058
229,16,26.880000000000003,66.6,0.0,973.5
229,17,25.939999999999998,72.6,0.0,974.0540000000001
229,18,25.28,77.0,0.0,974.222
229,19,24.68,78.6,0.0,974.1
229,20,24.060000000000002,79.4,0.0,973.8
229,21,23.259999999999998,80.8,0.0,973.4200000000001
229,22,23.139999999999997,81.2,0.0,973.184
229,23,22.619999999999997,82.8,0.0,972.97
230,0,22.759999999999998,84.8,0.0,972.798
230,1,22.580000000000002,84.6,0.0,972.802
230,2,22.2,85.8,3.8,972.868
230,3,22.68,85.0,107.6,973.1600000000001
230,4,24.94,77.8,286.0,973.432
230,5,26.26,70.2,394.2,973.5199999999999
230,6,27.72,62.2,687.2,973.622
230,7,29.160000000000004,55.8,887.6,973.432
230,8,30.68,47.8,966.8,973.0219999999999
230,9,32.06,42.4,977.8,972.574
230,10,33.18,39.0,924.8,972.168
230,11,33.739999999999995,36.2,792.6,971.826
230,12,33.3,39.0,639.4,971.6899999999999
230,13,32.040000000000006,44.6,421.6,971.798
230,14,30.52,48.8,190.0,972.0459999999999
230,15,28.660000000000004,55.0,26.8,972.392
230,16,26.939999999999998,63.8,0.0,972.8399999999999
230,17,25.860000000000003,71.6,0.0,973.3779999999999
230,18,25.0,76.0,0.0,973.5899999999999
230,19,24.06,77.6,0.0,973.5
230,20,23.3,79.6,0.0,973.2639999999999
230,21,22.48,81.6,0.0,972.902
230,22,21.72,81.6,0.0,972.5279999999999
