day_of_year,hour,temperature,humidity,solar_radiation,pressure
1,0,9.8,86.8,0.0,983.6899999999999
1,1,9.42,90.4,0.0,983.836
1,2,8.9,92.8,0.0,983.784
1,3,8.940000000000001,89.8,0.0,984.0620000000001
1,4,8.8,90.4,0.8,984.5200000000001
1,5,8.76,90.8,21.2,984.8879999999999
1,6,10.540000000000001,89.2,154.8,985.1139999999999
1,7,13.559999999999999,77.4,291.4,985.39
1,8,15.7,66.4,425.2,985.108
1,9,16.740000000000002,60.8,491.4,984.4100000000001
1,10,17.54,56.2,535.0,983.5440000000001
1,11,18.08,52.4,509.8,982.85
1,12,18.32,50.4,418.2,982.734
1,13,18.14,50.8,250.4,982.756
1,14,17.36,54.4,83.8,982.8059999999999
1,15,15.6,62.0,0.0,983.0
1,16,13.84,77.0,0.0,983.4799999999999
1,17,12.76,81.6,0.0,983.9680000000001
1,18,12.120000000000001,82.6,0.0,984.0459999999999
1,19,11.139999999999999,86.2,0.0,984.0440000000001
1,20,10.36,87.8,0.0,984.064
1,21,9.74,88.0,0.0,983.958
1,22,9.1,84.5,0.0,984.2475
1,23,9.075,85.75,0.0,984.3425
2,0,8.75,84.75,0.0,984.205
2,1,8.475,85.0,0.0,984.235
2,2,8.2,87.25,0.0,984.1625
2,3,8.625,85.25,0.0,984.3725
2,4,8.65,85.5,0.75,984.815
2,5,9.175,84.0,37.5,985.2375
2,6,11.45,78.75,220.25,985.515
2,7,13.8,70.5,387.5,985.905
2,8,15.175,66.0,516.0,985.795
2,9,16.1,60.25,558.75,985.2
2,10,16.875,55.75,630.0,984.63
2,11,17.4,52.75,490.0,984.185
2,12,16.875,54.25,293.5,984.215
2,13,16.625,56.25,216.25,984.33
2,14,15.925,55.0,81.75,984.4725
2,15,14.25,64.5,0.0,984.8875
2,16,12.95,71.5,0.0,985.3299999999999
2,17,11.725,77.25,0.0,985.5925
2,18,10.65,79.25,0.0,985.63
2,19,10.15,80.25,0.0,985.6475
2,20,9.15,84.75,0.0,985.62
2,21,9.2,85.0,0.0,985.46
2,22,8.725,85.75,0.0,985.1775
2,23,8.8,86.5,0.0,985.1075
3,0,9.049999999999999,86.25,0.0,984.905
3,1,9.125,86.25,0.0,984.6725
3,2,9.6,83.5,0.0,984.56
3,3,9.025,85.75,0.0,984.74
3,4,9.325,83.25,1.25,985.0375
3,5,8.8,84.0,45.75,985.28
3,6,11.375,77.75,211.0,985.5699999999999
3,7,14.45,66.75,328.75,985.905
3,8,16.0,60.5,496.75,985.8175
3,9,16.875,57.25,571.25,985.1125
3,10,17.375,53.75,619.0,984.3725
3,11,17.975,51.75,567.25,983.7325
3,12,18.075,50.0,383.5,983.6625
3,13,17.625,51.5,197.75,983.8125
3,14,16.875,55.5,69.0,984.01
3,15,15.3,61.0,0.25,984.3425
3,16,13.325,73.25,0.0,984.9225
3,17,11.649999999999999,80.25,0.0,985.225
3,18,10.15,84.75,0.0,985.2674999999999
3,19,9.325,87.0,0.0,985.245
3,20,8.525,86.5,0.0,985.225
3,21,8.4,89.75,0.0,985.1800000000001
3,22,7.875,88.5,0.0,984.8225
3,23,7.7,88.0,0.0,984.5825
4,0,7.175000000000001,88.0,0.0,984.6
4,1,6.825,88.75,0.0,984.3
4,2,6.775,88.75,0.0,984.1675
4,3,7.1,87.0,0.0,984.4
4,4,7.6,85.75,0.75,984.58
4,5,7.9,86.0,26.0,984.8875
4,6,10.6,79.25,156.25,985.03
4,7,14.075,64.5,357.25,985.3125
4,8,15.875,58.5,466.25,985.0799999999999
4,9,16.725,54.5,463.0,984.5174999999999
4,10,17.65,51.25,567.25,983.82
4,11,18.25,47.5,535.0,983.3225
4,12,18.9,45.0,383.75,983.225
4,13,18.2,47.25,236.75,983.255
4,14,16.975,55.0,70.5,983.3075
4,15,15.425,60.25,0.25,983.48
4,16,13.975000000000001,66.75,0.0,983.84
4,17,13.075,70.0,0.0,984.0325
4,18,12.675,70.25,0.0,984.17
4,19,12.45,72.5,0.0,984.0925
4,20,11.15,74.75,0.0,983.8900000000001
4,21,10.975,74.0,0.0,983.56
4,22,9.825,76.75,0.0,983.265
4,23,9.600000000000001,75.75,0.0,983.3625
5,0,9.2,78.0,0.0,983.2
5,1,9.45,77.25,0.0,982.9325
5,2,9.1,78.0,0.0,982.8125
5,3,9.425,77.5,0.0,982.94
5,4,8.825,77.75,1.5,983.185
5,5,8.775,78.75,47.5,983.3475
5,6,11.55,75.25,218.75,983.635
5,7,15.139999999999997,64.0,382.6,983.7379999999999
5,8,17.139999999999997,56.8,511.2,983.5440000000001
5,9,18.04,52.4,576.8,982.8520000000001
5,10,19.240000000000002,48.6,538.8,982.042
5,11,19.54,47.2,500.6,981.6020000000001
5,12,20.279999999999998,43.0,417.0,981.586
5,13,20.02,43.2,214.6,981.7779999999999
5,14,19.04,52.0,83.0,982.11
5,15,16.919999999999998,63.0,0.2,982.5899999999999
5,16,15.02,73.2,0.0,983.402
5,17,13.3,83.2,0.0,983.842
5,18,11.940000000000001,86.8,0.0,984.0799999999999
5,19,11.040000000000001,88.2,0.0,984.142
5,20,10.1,85.8,0.0,984.1
5,21,9.66,86.4,0.0,984.1120000000001
5,22,8.940000000000001,87.8,0.0,983.9459999999999
5,23,8.440000000000001,89.8,0.0,984.1540000000001
6,0,8.22,86.2,0.0,984.1120000000001
6,1,8.02,86.0,0.0,983.948
6,2,8.040000000000001,86.4,0.0,983.918
6,3,8.3,88.2,0.0,984.232
6,4,7.959999999999999,88.6,1.0,984.4799999999999
6,5,8.58,89.2,26.6,984.76
6,6,10.84,82.0,168.6,985.0600000000001
6,7,14.559999999999999,72.0,326.0,985.424
6,8,17.36,59.0,530.4,985.28
6,9,19.0,50.6,586.6,984.6899999999999
6,10,19.68,47.2,581.8,984.0780000000001
6,11,20.32,44.4,520.2,983.516
6,12,20.860000000000003,40.4,473.0,983.238
6,13,20.759999999999998,40.0,270.4,983.2880000000001
6,14,19.580000000000002,45.2,76.6,983.506
6,15,16.84,60.8,0.2,983.756
6,16,14.319999999999999,69.2,0.0,984.336
6,17,13.14,75.4,0.0,984.606
6,18,11.379999999999999,80.6,0.0,984.6299999999999
6,19,10.959999999999999,81.8,0.0,984.5040000000001
6,20,10.440000000000001,83.0,0.0,984.4200000000001
6,21,11.22,73.2,0.0,984.3219999999999
6,22,11.1,72.6,0.0,984.28
6,23,10.52,73.2,0.0,984.2880000000001
7,0,10.22,74.4,0.0,984.07
7,1,9.84,73.4,0.0,983.918
7,2,9.440000000000001,74.2,0.0,983.686
7,3,8.98,76.6,0.0,983.992
7,4,8.379999999999999,80.4,1.0,984.406
7,5,8.760000000000002,78.2,40.8,984.82
7,6,11.78,71.0,219.0,985.14
7,7,15.86,55.8,378.4,985.4460000000001
7,8,18.04,46.8,530.6,985.074
7,9,19.6,41.2,600.8,984.3299999999999
7,10,20.66,36.4,631.0,983.426
7,11,21.080000000000002,35.2,523.4,982.8879999999999
7,12,21.259999999999998,35.4,429.8,982.6619999999999
7,13,21.18,35.0,281.6,982.676
7,14,20.240000000000002,39.2,104.0,982.7180000000001
7,15,17.54,50.6,0.4,983.0539999999999
7,16,14.74,63.0,0.0,983.5880000000001
7,17,12.16,72.2,0.0,983.972
7,18,11.059999999999999,76.8,0.0,984.006
7,19,9.540000000000001,78.6,0.0,984.126
7,20,9.58,77.4,0.0,984.244
7,21,9.6,79.2,0.0,984.008
7,22,10.0,72.6,0.0,983.616
7,23,9.86,71.4,0.0,983.274
8,0,9.28,72.4,0.0,983.006
8,1,9.16,70.6,0.0,982.854
8,2,9.02,70.6,0.0,982.75
8,3,9.42,68.4,0.0,982.8059999999999
8,4,9.42,66.8,0.8,983.0440000000001
8,5,9.180000000000001,68.4,42.0,983.2540000000001
8,6,12.940000000000001,56.8,223.8,983.5
8,7,16.36,45.0,406.0,983.8639999999999
8,8,18.24,40.6,540.2,983.652
8,9,19.580000000000002,35.6,623.2,982.64
8,10,20.68,32.2,632.0,981.7360000000001
8,11,21.16,31.2,583.6,981.098
8,12,21.3,31.2,465.4,980.814
8,13,21.380000000000003,31.0,283.2,980.7819999999999
8,14,20.740000000000002,32.8,103.6,980.826
8,15,17.7,42.6,0.2,981.0
8,16,14.9,50.2,0.0,981.39
8,17,13.0,57.4,0.0,981.644
8,18,11.28,62.2,0.0,981.6940000000001
8,19,10.84,62.0,0.0,981.46
8,20,10.96,60.0,0.4,981.106
8,21,12.440000000000001,56.2,0.0,980.756
8,22,11.74,57.8,0.0,980.4399999999999
8,23,12.28,56.8,0.0,980.164
9,0,12.24,55.8,0.0,980.076
9,1,11.620000000000001,59.0,0.0,980.0600000000001
9,2,11.68,58.4,0.0,979.868
9,3,11.620000000000001,57.6,0.0,980.0200000000001
9,4,11.2,59.6,0.2,980.414
9,5,10.76,61.0,27.6,980.778
9,6,12.3,58.8,171.0,981.216
9,7,16.139999999999997,53.6,406.4,981.4379999999999
9,8,17.72,48.8,541.0,981.198
9,9,18.86,43.2,517.0,980.5380000000001
9,10,19.419999999999998,42.0,561.8,979.9959999999999
9,11,19.419999999999998,41.8,478.4,979.722
9,12,19.6,40.2,386.6,979.6940000000001
9,13,19.34,41.2,257.4,979.7720000000002
9,14,18.34,41.8,89.8,980.082
9,15,16.259999999999998,51.2,0.6,980.448
9,16,14.819999999999999,57.2,0.0,981.0020000000001
9,17,13.36,62.4,0.0,981.574
9,18,12.52,63.6,0.0,981.7180000000001
9,19,10.98,69.6,0.0,982.074
9,20,10.42,70.6,0.0,982.1700000000001
9,21,9.08,73.6,0.0,981.9860000000001
9,22,9.36,71.2,0.0,981.68
9,23,8.78,69.8,0.0,981.5840000000001
10,0,8.14,71.4,0.0,981.594
10,1,7.359999999999999,74.2,0.0,981.3979999999999
10,2,7.58,72.8,0.0,981.21
10,3,7.88,71.6,0.0,981.432
10,4,7.92,69.0,0.8,981.902
10,5,8.02,70.2,43.8,982.314
10,6,10.620000000000001,62.8,220.2,982.7139999999999
10,7,14.26,52.4,400.2,983.082
10,8,16.2,43.8,539.8,982.9040000000001
10,9,17.48,38.2,623.0,982.302
10,10,18.52,35.6,663.0,981.568
10,11,19.14,34.4,583.4,981.0780000000001
10,12,19.16,35.4,428.2,980.9959999999999
10,13,18.86,35.4,287.8,981.122
10,14,18.080000000000002,38.0,91.4,981.39
10,15,15.38,51.6,0.6,981.8779999999999
10,16,13.080000000000002,58.8,0.0,982.4219999999999
10,17,11.5,66.0,0.0,982.858
10,18,10.16,72.0,0.0,983.14
10,19,9.46,75.6,0.0,983.314
10,20,9.68,75.6,0.0,983.318
10,21,8.58,78.0,0.0,983.182
10,22,8.7,76.2,0.0,983.0200000000001
10,23,8.059999999999999,78.6,0.0,983.0219999999999
11,0,7.44,81.6,0.0,983.0899999999999
11,1,7.58,81.4,0.0,982.936
11,2,7.68,81.0,0.0,982.8340000000001
11,3,7.840000000000001,81.2,0.0,982.9639999999999
11,4,8.2,80.2,1.2,983.268
11,5,8.98,78.4,46.2,983.698
11,6,11.72,71.0,210.6,984.05
11,7,14.9,59.4,403.6,984.3979999999999
11,8,16.4,52.2,542.8,984.4799999999999
11,9,17.0,49.0,565.2,983.9119999999999
11,10,18.04,45.4,645.0,983.1479999999999
11,11,18.66,43.2,577.0,982.5559999999999
11,12,18.94,41.4,414.8,982.448
11,13,18.98,42.4,276.2,982.4879999999999
11,14,18.18,44.0,93.8,982.692
11,15,16.28,52.0,1.2,982.924
11,16,14.0,60.4,0.0,983.3100000000001
11,17,12.4,66.2,0.0,983.574
11,18,11.8,68.6,0.0,983.7700000000001
11,19,11.42,68.0,0.0,983.802
11,20,10.5,71.4,0.0,983.858
11,21,10.6,70.4,0.0,983.6879999999999
11,22,10.92,68.4,0.0,983.35
11,23,11.26,68.0,0.0,983.144
12,0,11.18,68.4,0.0,983.04
12,1,11.120000000000001,69.4,0.0,982.7620000000001
12,2,11.42,66.8,0.0,982.5799999999999
12,3,10.86,68.4,0.0,982.744
12,4,10.62,68.8,1.0,983.07
12,5,9.940000000000001,71.2,45.6,983.484
12,6,12.459999999999999,64.4,217.2,983.7119999999999
12,7,15.6,52.0,378.8,984.0600000000001
12,8,17.2,46.4,558.4,983.948
12,9,18.26,42.0,510.4,983.342
12,10,19.06,38.2,646.0,982.5039999999999
12,11,19.72,37.0,550.6,982.0600000000001
12,12,20.02,35.0,480.0,981.708
12,13,19.919999999999998,34.4,286.6,981.6299999999999
12,14,19.060000000000002,36.8,82.6,981.79
12,15,17.36,43.4,1.2,981.89
12,16,15.14,50.8,0.0,982.104
12,17,13.48,62.0,0.0,982.2700000000001
12,18,12.66,63.6,0.0,982.258
12,19,12.2,64.2,0.0,982.2860000000001
12,20,10.98,66.2,0.0,982.2220000000001
12,21,10.120000000000001,67.6,0.0,981.992
12,22,10.58,66.2,0.0,981.5279999999999
12,23,11.1,62.6,0.0,981.424
13,0,11.120000000000001,61.6,0.0,981.4
13,1,10.42,63.6,0.0,981.0380000000001
13,2,10.319999999999999,63.6,0.0,980.8340000000001
13,3,10.28,64.8,0.0,980.908
13,4,9.719999999999999,67.2,1.0,981.104
13,5,10.440000000000001,65.8,43.8,981.3039999999999
13,6,13.2,55.8,181.6,981.4780000000001
13,7,15.439999999999998,47.8,318.6,981.7700000000001
13,8,17.04,41.0,449.0,981.4040000000001
13,9,18.28,37.2,557.8,980.676
13,10,18.9,35.2,567.0,979.768
13,11,19.46,32.6,551.8,978.972
13,12,19.880000000000003,30.0,402.2,978.7119999999999
13,13,19.84,30.2,245.8,978.676
13,14,19.28,32.6,98.0,978.598
13,15,17.28,37.4,2.4,978.7719999999999
13,16,15.9,43.6,0.0,979.144
13,17,14.780000000000001,51.0,0.0,979.318
13,18,14.0,55.6,0.0,979.6540000000001
13,19,12.32,59.8,0.0,979.9280000000001
13,20,11.84,66.6,0.0,979.984
13,21,11.559999999999999,70.0,0.0,979.892
13,22,11.18,72.6,0.0,979.6719999999999
13,23,10.92,74.0,0.0,979.558
14,0,10.78,73.2,0.0,979.5600000000001
14,1,10.5,72.2,0.0,979.396
14,2,10.82,70.4,0.0,979.336
14,3,10.959999999999999,71.0,0.0,979.2539999999999
14,4,11.16,69.8,1.0,979.5040000000001
14,5,10.84,72.2,41.0,979.8399999999999
14,6,12.74,65.2,201.6,980.174
14,7,14.3,60.6,325.6,980.5780000000001
14,8,15.459999999999999,53.8,475.4,980.576
14,9,16.419999999999998,49.0,538.2,980.016
14,10,16.86,44.2,471.8,979.336
14,11,17.14,42.8,383.6,978.9200000000001
14,12,17.240000000000002,42.0,311.6,978.842
14,13,17.2,40.2,225.8,979.05
14,14,16.78,40.4,77.4,979.314
14,15,15.1,45.4,3.2,979.71
14,16,13.8,51.2,0.0,980.3399999999999
14,17,13.040000000000001,56.0,0.0,980.7239999999999
14,18,11.540000000000001,62.6,0.0,980.9540000000001
14,19,10.6,68.2,0.0,981.126
14,20,10.08,68.6,0.0,981.316
14,21,10.26,66.6,0.0,981.1959999999999
14,22,9.580000000000002,68.0,0.0,981.128
14,23,8.9,70.0,0.0,981.1940000000001
15,0,9.24,69.4,0.0,981.146
15,1,8.62,72.6,0.0,981.108
15,2,8.0,74.8,0.0,980.9680000000001
15,3,7.640000000000001,74.6,0.0,981.18
15,4,7.459999999999999,76.6,1.0,981.732
15,5,7.779999999999999,76.4,47.6,982.216
15,6,10.34,70.0,176.0,982.682
15,7,13.059999999999999,60.2,357.4,983.198
15,8,14.719999999999999,56.4,556.0,983.116
15,9,15.839999999999998,51.2,619.0,982.6120000000001
15,10,16.580000000000002,46.8,615.4,981.82
15,11,17.1,45.6,495.2,981.378
15,12,17.16,46.0,439.6,981.204
15,13,17.02,47.4,278.6,981.396
15,14,16.419999999999998,49.2,105.8,981.558
15,15,14.9,54.0,5.2,981.75
15,16,13.2,62.4,0.0,982.2360000000001
15,17,11.440000000000001,67.8,0.0,982.516
15,18,10.459999999999999,71.8,0.0,982.6600000000001
15,19,9.52,77.0,0.0,982.68
15,20,8.84,80.6,0.0,982.5379999999999
15,21,8.72,82.4,0.0,982.0559999999999
15,22,8.26,81.8,0.0,981.96
15,23,8.540000000000001,82.6,0.0,981.826
16,0,7.659999999999999,83.6,0.0,981.8119999999999
16,1,7.619999999999999,84.4,0.0,981.4959999999999
16,2,7.2,86.4,0.0,981.2860000000001
16,3,7.1,85.8,0.0,981.2639999999999
16,4,6.76,86.6,1.2,981.79
16,5,7.32,85.0,43.2,982.048
16,6,10.040000000000001,77.2,199.2,982.2360000000001
16,7,13.0,67.8,263.8,982.6479999999999
16,8,14.580000000000002,59.2,409.6,982.64
16,9,15.719999999999999,53.6,574.0,982.048
16,10,16.18,50.8,515.6,981.186
16,11,16.18,52.4,351.8,980.816
16,12,16.16,51.4,338.0,980.6959999999999
16,13,16.02,52.4,184.0,980.976
16,14,15.440000000000001,55.6,64.6,981.2239999999999
16,15,14.080000000000002,63.2,3.0,981.792
16,16,12.559999999999999,67.6,0.0,982.396
16,17,11.440000000000001,71.0,0.0,982.918
16,18,10.120000000000001,74.6,0.0,983.1899999999999
16,19,9.92,76.8,0.0,983.3799999999999
16,20,9.36,80.0,0.0,983.674
16,21,8.4,79.4,0.0,983.53
16,22,7.959999999999999,81.8,0.0,983.434
16,23,7.959999999999999,81.6,0.0,983.454
17,0,7.419999999999999,84.4,0.0,983.4159999999999
17,1,6.840000000000001,84.4,0.0,983.338
17,2,6.76,85.6,0.0,983.366
17,3,6.459999999999999,85.4,0.0,983.7139999999999
17,4,5.9,86.4,1.2,984.1479999999999
17,5,6.0600000000000005,86.8,43.0,984.576
17,6,9.34,81.6,238.2,984.8
17,7,12.459999999999999,67.0,380.6,985.124
17,8,14.680000000000001,50.8,487.6,985.2119999999999
17,9,15.64,44.0,615.6,984.6879999999999
17,10,16.2,42.6,560.2,983.8700000000001
17,11,16.66,41.8,493.4,983.344
17,12,16.86,40.8,412.4,983.232
17,13,16.5,39.4,238.8,983.376
17,14,15.860000000000003,41.6,96.0,983.692
17,15,14.36,48.8,3.6,984.116
17,16,12.540000000000001,59.4,0.0,984.7180000000001
17,17,11.2,65.8,0.0,985.184
17,18,9.540000000000001,71.4,0.0,985.57
17,19,8.42,75.0,0.0,985.7520000000001
17,20,7.92,76.0,0.0,985.892
17,21,7.08,77.6,0.0,985.7479999999999
17,22,6.16,79.0,0.0,985.6940000000001
17,23,5.9799999999999995,78.4,0.0,985.4959999999999
18,0,5.6,82.0,0.0,985.5260000000001
18,1,4.92,83.8,0.0,985.4379999999999
18,2,5.12,82.8,0.0,985.354
18,3,5.24,84.0,0.0,985.6299999999999
18,4,4.779999999999999,84.8,1.2,986.0899999999999
18,5,4.840000000000001,85.0,46.0,986.5020000000001
18,6,8.8,74.0,242.0,986.832
18,7,12.379999999999999,59.2,390.8,987.106
18,8,14.98,48.6,554.6,986.8979999999999
18,9,15.819999999999999,43.4,665.8,986.308
18,10,16.9,37.0,674.4,985.384
18,11,17.619999999999997,32.2,602.2,984.8119999999999
18,12,17.660000000000004,32.4,452.0,984.5780000000001
18,13,17.619999999999997,32.0,345.2,984.586
18,14,16.740000000000002,34.2,118.4,984.6360000000001
18,15,15.040000000000001,43.4,6.8,984.858
18,16,12.5,58.8,0.0,985.316
18,17,10.52,64.2,0.0,985.6719999999999
18,18,8.66,69.0,0.0,985.7360000000001
18,19,7.359999999999999,72.2,0.0,985.832
18,20,6.58,74.2,0.0,985.836
18,21,6.06,73.8,0.0,985.6619999999999
18,22,6.42,70.6,0.0,985.274
18,23,6.5,71.4,0.0,985.116
19,0,6.04,73.4,0.0,984.7639999999999
19,1,6.26,72.2,0.0,984.49
19,2,6.340000000000001,71.2,0.0,984.186
19,3,5.88,72.8,0.0,984.4540000000001
19,4,6.840000000000001,69.2,1.0,984.6039999999999
19,5,7.2,69.6,47.8,984.8059999999999
19,6,9.819999999999999,63.8,207.6,985.034
19,7,12.84,54.8,375.0,985.1139999999999
19,8,14.64,51.0,514.6,984.89
19,9,16.0,46.0,594.8,984.2520000000001
19,10,16.839999999999996,43.6,544.2,983.5200000000001
19,11,17.8,37.6,615.6,982.894
19,12,17.7,37.0,430.0,982.766
19,13,17.759999999999998,34.2,289.2,982.6780000000001
19,14,16.9,37.8,117.6,982.7379999999999
19,15,14.62,54.2,5.0,983.098
19,16,12.68,67.6,0.0,983.682
19,17,11.52,72.0,0.0,984.126
19,18,10.6,74.2,0.0,984.1959999999999
19,19,9.8,76.2,0.0,984.394
19,20,8.879999999999999,76.6,0.0,984.5840000000001
19,21,8.42,77.2,0.0,984.568
19,22,7.779999999999999,79.2,0.0,984.3880000000001
19,23,7.9,80.0,0.0,984.234
20,0,7.58,81.6,0.0,984.152
20,1,7.68,81.2,0.0,983.8799999999999
20,2,8.3,81.0,0.0,983.906
20,3,7.959999999999999,78.6,0.0,984.048
20,4,7.88,79.6,1.0,984.3779999999999
20,5,8.18,78.8,51.8,984.72
20,6,10.260000000000002,73.8,195.8,985.0380000000001
20,7,12.7,67.6,332.4,985.5880000000001
20,8,14.48,58.8,558.6,985.624
20,9,15.1,54.6,524.8,985.432
20,10,15.84,51.8,533.4,984.924
20,11,16.54,48.4,541.4,984.4540000000001
20,12,16.759999999999998,48.6,389.2,984.57
20,13,17.119999999999997,45.4,265.6,984.7760000000001
20,14,16.619999999999997,46.0,111.8,985.064
20,15,14.719999999999999,51.2,6.4,985.3860000000001
20,16,12.62,65.6,0.0,985.8879999999999
20,17,10.879999999999999,72.8,0.0,986.43
20,18,9.48,75.4,0.0,986.6360000000001
20,19,8.72,81.2,0.0,986.7779999999999
20,20,8.24,81.2,0.2,986.816
20,21,7.94,80.6,0.0,986.85
20,22,7.68,78.6,0.0,986.624
20,23,7.32,79.6,0.0,986.7261999999998
21,0,6.9,80.6,0.0,986.6283999999999
21,1,5.74,82.4,0.0,986.6665999999999
21,2,5.24,83.6,0.0,986.5468000000001
21,3,5.0200000000000005,83.6,0.0,986.559
21,4,4.54,83.8,1.4,986.7912
21,5,5.5200000000000005,86.2,42.0,984.2189747738694
21,6,9.459999999999999,76.2,238.8,984.3251838705634
21,7,13.160000000000002,64.2,389.2,984.6198015991506
21,8,15.080000000000002,53.0,569.8,987.4739999999999
21,9,16.060000000000002,48.8,591.0,986.7220000000001
21,10,17.16,44.4,631.0,985.734
21,11,17.84,39.6,632.8,985.0600000000001
21,12,18.259999999999998,38.2,524.0,984.832
21,13,18.419999999999998,35.2,349.0,984.7459999999999
21,14,17.8,37.4,141.4,984.836
21,15,15.98,46.6,6.8,984.994
21,16,12.959999999999999,62.8,0.0,985.198
21,17,11.440000000000001,67.4,0.0,985.4100000000001
21,18,9.74,73.2,0.0,985.55
21,19,8.28,76.2,0.0,985.53
21,20,7.459999999999999,79.0,0.0,985.2860000000001
21,21,7.959999999999999,77.0,0.0,984.9125
21,22,7.5200000000000005,77.4,0.0,984.653
21,23,6.76,79.4,0.0,984.2615
22,0,6.2,80.4,0.0,984.0319999999999
22,1,6.42,81.4,0.0,983.8125
22,2,5.96,81.6,0.0,983.567
22,3,5.779999999999999,83.6,0.0,981.2457013360599
22,4,5.8,82.4,1.0,981.4348014195466
22,5,7.339999999999999,78.6,52.25,981.7589747738693
22,6,10.08,71.0,191.3,981.9633683086038
22,7,13.7,56.4,386.75,981.9681704752313
22,8,15.6,47.6,491.8,983.918553314121
22,9,16.8,46.2,553.0,983.5047377521614
22,10,17.8,42.2,699.8,982.7449221902018
22,11,18.1,41.2,609.6,982.247106628242
22,12,18.36,40.2,495.6,981.7352551417455
22,13,18.1,42.2,284.2,981.8093788888889
22,14,17.080000000000002,50.8,118.6,981.9383277777777
22,15,15.52,58.8,6.2,982.1938954974987
22,16,13.559999999999999,69.2,0.0,982.5469444444445
22,17,12.62,73.2,0.0,983.0097355555556
22,18,11.68,77.4,0.0,983.1562511111111
22,19,10.559999999999999,82.0,0.0,983.0760899999999
22,20,9.66,85.2,0.0,983.024748974359
22,21,9.52,84.2,0.0,982.883564772452
22,22,9.16,84.6,0.0,982.6874842319139
22,23,8.14,86.2,0.0,982.5249059039081
23,0,8.8,81.4,0.0,982.4048889021694
23,1,8.18,82.2,0.0,982.3123427849835
23,2,8.22,81.6,0.0,980.868148379114
23,3,8.6,80.2,0.2,981.06940267212
23,4,9.32,78.0,1.2,981.3156028390933
23,5,8.92,78.2,64.7,981.7139495477388
23,6,11.58,71.0,262.8,981.9923677411268
23,7,13.64,61.4,402.3,982.2236031983011
23,8,15.16,55.2,598.2,983.0882050074131
23,9,16.259999999999998,51.6,579.6,982.6679803880713
23,10,17.18,47.0,573.4,981.8253416372788
23,11,17.7,44.6,466.0,981.2606398591597
23,12,17.22,48.0,408.0,981.1212551417455
23,13,17.34,49.8,195.4,981.075378888889
23,14,16.3,61.2,107.2,981.2363277777779
23,15,14.780000000000001,66.0,5.4,981.6518954974987
23,16,12.84,71.0,0.0,982.1189444444444
23,17,11.18,77.2,0.0,982.4177355555555
23,18,10.5,79.4,0.0,982.5962511111111
23,19,9.74,80.4,0.0,982.6860899999999
23,20,9.36,82.2,0.0,982.5364412820512
23,21,8.9,81.6,0.0,982.4757827211699
23,22,9.52,77.2,0.0,982.3442278216575
23,23,9.68,77.0,0.0,982.2681751346772
24,0,8.72,78.8,0.0,982.2086837739644
24,1,7.94,81.0,0.0,982.258663297804
24,2,7.12,83.4,0.0,982.312074189557
24,3,7.4,84.0,0.0,981.5034026721199
24,4,7.1800000000000015,85.0,1.4,981.9036028390932
24,5,7.58,83.2,72.4,982.2099495477387
24,6,10.580000000000002,73.6,242.6,982.4743677411268
24,7,13.1,63.4,440.0,982.6576031983011
24,8,14.680000000000001,57.0,569.6,983.6282050074133
24,9,15.580000000000002,51.6,582.4,983.1979803880713
24,10,16.16,47.6,574.4,982.4773416372789
24,11,16.98,43.0,647.6,981.9186398591597
24,12,17.32,41.0,506.4,981.7592551417454
24,13,16.78,46.2,279.4,981.8153788888889
24,14,15.719999999999999,53.4,128.0,982.0843277777778
24,15,14.180000000000001,63.0,6.8,982.4738954974986
24,16,12.64,71.0,0.0,982.9809444444445
24,17,11.120000000000001,78.2,0.0,983.4517355555556
24,18,9.98,82.8,0.0,983.5562511111111
24,19,8.8,85.8,0.0,983.6760899999999
24,20,7.92,88.0,0.0,983.5944412820512
24,21,6.68,90.0,0.0,983.3849493878366
24,22,6.42,91.6,0.0,983.1205611549909
24,23,5.4399999999999995,91.0,0.0,982.9627862457885
25,0,5.220000000000001,92.0,0.0,982.7835726628533
25,1,5.2,92.0,0.0,982.6178299644707
25,2,4.96,92.2,0.0,982.5055186340014
25,3,4.2,91.2,0.0,982.5672568916156
25,4,4.68,89.8,1.6,982.8234680862133
25,5,4.9,92.4,52.8,981.9299495477387
25,6,8.5,84.4,219.13333333333335,982.1283677411269
25,7,12.26,68.6,425.8666666666667,983.3638015991506
25,8,14.919999999999998,55.0,577.6,983.1462050074133
25,9,15.940000000000001,48.2,644.0,982.5499803880714
25,10,16.54,45.6,693.6,981.9333416372789
25,11,16.9,41.2,615.2,981.2806398591598
25,12,17.06,41.2,491.2,981.1592551417455
25,13,16.740000000000002,44.8,327.4,981.1813788888888
25,14,16.14,47.6,142.6,981.3763277777778
25,15,14.7,55.8,9.0,981.7518954974987
25,16,12.819999999999999,67.4,0.0,982.2389444444445
25,17,11.0,75.2,0.0,982.7297355555556
25,18,9.379999999999999,79.2,0.0,982.9242511111112
25,19,7.619999999999999,85.0,0.0,982.99209
25,20,6.92,87.8,0.0,982.9464412820513
25,21,6.5200000000000005,89.6,0.0,982.9069493878366
25,22,6.540000000000001,90.0,0.0,982.6825611549909
25,23,6.279999999999999,89.0,0.0,982.4376751346772
26,0,6.1,87.2,0.0,982.2153504406311
26,1,6.14,86.4,0.0,982.0084966311373
26,2,5.959999999999999,85.4,0.0,981.875074189557
